Female	Female_direct	name	type	Male	Male_direct	feature	tissue
-1.701585812	down	Gm44710	Bartolomei_BPA10mg	-1.592717499	down	DEG	Blood_adult
-2.659227968	down	Gm49391	Bartolomei_BPA10mg	1.602103351	up	DEG	Blood_adult
0.704190397	up	Gm5547	Bartolomei_BPA10mg	0.931602988	up	DEG	Blood_adult
1.055781943	up	Gm5617	Bartolomei_BPA10mg	0.671977238	up	DEG	Blood_adult
0.845250323	up	Gm5905	Bartolomei_BPA10mg	0.827319498	up	DEG	Blood_adult
0.901979845	up	Gm6030	Bartolomei_BPA10mg	1.220985942	up	DEG	Blood_adult
0.985640781	up	Gm6136	Bartolomei_BPA10mg	1.297079449	up	DEG	Blood_adult
0.921155382	up	Gm6451	Bartolomei_BPA10mg	1.10729732	up	DEG	Blood_adult
-1.870251322	down	Gm6768	Bartolomei_BPA10mg	-1.26665187	down	DEG	Blood_adult
0.780393578	up	Gm6863	Bartolomei_BPA10mg	0.980392374	up	DEG	Blood_adult
-0.961709628	down	Gm7160	Bartolomei_BPA10mg	-0.700803908	down	DEG	Blood_adult
0.804387873	up	Gm7536	Bartolomei_BPA10mg	0.61629719	up	DEG	Blood_adult
0.997896703	up	Gm8430	Bartolomei_BPA10mg	0.898001281	up	DEG	Blood_adult
1.080520087	up	Gm9385	Bartolomei_BPA10mg	0.710020293	up	DEG	Blood_adult
-1.452641002	down	Gm9821	Bartolomei_BPA10mg	-1.21260464	down	DEG	Blood_adult
1.068347416	up	Gm9843	Bartolomei_BPA10mg	1.025770155	up	DEG	Blood_adult
-0.888230408	down	Gnas	Bartolomei_BPA10mg	-0.839108838	down	DEG	Blood_adult
0.618608113	up	Gngt2	Bartolomei_BPA10mg	0.687342969	up	DEG	Blood_adult
0.87387788	up	Gpatch4	Bartolomei_BPA10mg	0.959677016	up	DEG	Blood_adult
-0.65731579	down	Gpr65	Bartolomei_BPA10mg	0.627779807	up	DEG	Blood_adult
-0.645981069	down	Gsr	Bartolomei_BPA10mg	0.634465272	up	DEG	Blood_adult
0.626001066	up	Gstm4	Bartolomei_BPA10mg	0.587636383	up	DEG	Blood_adult
0.819724585	up	H2-Ab1	Bartolomei_BPA10mg	0.661875287	up	DEG	Blood_adult
-1.284773923	down	Hist1h2bg	Bartolomei_BPA10mg	-0.808474947	down	DEG	Blood_adult
-2.809515873	down	Hist1h2bn	Bartolomei_BPA10mg	-1.021210373	down	DEG	Blood_adult
-2.105717513	down	Hist1h3i	Bartolomei_BPA10mg	-1.193718706	down	DEG	Blood_adult
-4.047676858	down	Hist1h4m	Bartolomei_BPA10mg	-1.367390883	down	DEG	Blood_adult
-1.400534183	down	Hist1h4n	Bartolomei_BPA10mg	-1.139981452	down	DEG	Blood_adult
1.037489337	up	Hmgn3	Bartolomei_BPA10mg	0.833371562	up	DEG	Blood_adult
0.701973438	up	Hspe1	Bartolomei_BPA10mg	0.594416373	up	DEG	Blood_adult
0.706010091	up	Ifitm6	Bartolomei_BPA10mg	0.639904266	up	DEG	Blood_adult
-1.060213782	down	Ighv1-15	Bartolomei_BPA10mg	-0.886422427	down	DEG	Blood_adult
-0.680201488	down	Ighv1-19	Bartolomei_BPA10mg	-1.086399279	down	DEG	Blood_adult
-1.108919383	down	Ighv1-78	Bartolomei_BPA10mg	-0.888019716	down	DEG	Blood_adult
-0.677031821	down	Ighv3-6	Bartolomei_BPA10mg	-0.905717584	down	DEG	Blood_adult
-1.43367385	down	Ighv5-9-1	Bartolomei_BPA10mg	-1.009716741	down	DEG	Blood_adult
-1.178079932	down	Ighv8-12	Bartolomei_BPA10mg	-1.289172663	down	DEG	Blood_adult
-1.318068711	down	Ighv8-8	Bartolomei_BPA10mg	-0.744840204	down	DEG	Blood_adult
-0.878230506	down	Ighv9-3	Bartolomei_BPA10mg	-1.00113051	down	DEG	Blood_adult
0.880873899	up	Igkv1-122	Bartolomei_BPA10mg	-2.327104928	down	DEG	Blood_adult
-0.971000296	down	Igkv17-121	Bartolomei_BPA10mg	-0.626352474	down	DEG	Blood_adult
-0.848735696	down	Igkv4-50	Bartolomei_BPA10mg	-1.17586376	down	DEG	Blood_adult
-0.682082585	down	Igkv4-59	Bartolomei_BPA10mg	-0.707919221	down	DEG	Blood_adult
-1.21557163	down	Igkv4-80	Bartolomei_BPA10mg	-1.098736303	down	DEG	Blood_adult
-1.597948015	down	Igkv5-39	Bartolomei_BPA10mg	-0.716785829	down	DEG	Blood_adult
-1.258637474	down	Igkv5-43	Bartolomei_BPA10mg	-1.015109381	down	DEG	Blood_adult
-1.038535426	down	Igkv5-45	Bartolomei_BPA10mg	-1.02247423	down	DEG	Blood_adult
-0.885125471	down	Igkv5-48	Bartolomei_BPA10mg	-1.000841399	down	DEG	Blood_adult
-0.612803595	down	Igkv6-17	Bartolomei_BPA10mg	-0.933411554	down	DEG	Blood_adult
1.092361528	up	Il11ra1	Bartolomei_BPA10mg	0.986996918	up	DEG	Blood_adult
-1.928764529	down	Ilk	Bartolomei_BPA10mg	-1.328555731	down	DEG	Blood_adult
0.937251518	up	Ino80b	Bartolomei_BPA10mg	0.713122535	up	DEG	Blood_adult
-1.704985748	down	Intu	Bartolomei_BPA10mg	-0.898270791	down	DEG	Blood_adult
1.015214103	up	Itgam	Bartolomei_BPA10mg	1.083062733	up	DEG	Blood_adult
-1.390858144	down	Jcad	Bartolomei_BPA10mg	-1.281070941	down	DEG	Blood_adult
-2.313875035	down	Kcna3	Bartolomei_BPA10mg	-1.302251888	down	DEG	Blood_adult
1.079797634	up	Khk	Bartolomei_BPA10mg	0.676875577	up	DEG	Blood_adult
-1.205096725	down	Kif3c	Bartolomei_BPA10mg	-0.752806116	down	DEG	Blood_adult
0.892450202	up	Klhdc8b	Bartolomei_BPA10mg	-1.083237033	down	DEG	Blood_adult
-0.883676722	down	Klra1	Bartolomei_BPA10mg	0.945096203	up	DEG	Blood_adult
-0.753257662	down	Klra7	Bartolomei_BPA10mg	0.720385004	up	DEG	Blood_adult
-1.110369444	down	Klra8	Bartolomei_BPA10mg	0.726987936	up	DEG	Blood_adult
-1.157920198	down	Klra9	Bartolomei_BPA10mg	0.682015836	up	DEG	Blood_adult
-0.739314531	down	Klrb1b	Bartolomei_BPA10mg	1.049364815	up	DEG	Blood_adult
-1.451324605	down	Klrc1	Bartolomei_BPA10mg	0.638544428	up	DEG	Blood_adult
-0.920382522	down	Klrd1	Bartolomei_BPA10mg	0.742059551	up	DEG	Blood_adult
-0.818939193	down	Klre1	Bartolomei_BPA10mg	0.60404365	up	DEG	Blood_adult
0.83391645	up	Krt222	Bartolomei_BPA10mg	0.801828894	up	DEG	Blood_adult
-0.916631015	down	Lamc1	Bartolomei_BPA10mg	-0.62261588	down	DEG	Blood_adult
0.611394522	up	Llph	Bartolomei_BPA10mg	0.689672853	up	DEG	Blood_adult
-2.164992753	down	Loxl3	Bartolomei_BPA10mg	-0.763769314	down	DEG	Blood_adult
-1.158322373	down	Lpin2	Bartolomei_BPA10mg	-0.640396902	down	DEG	Blood_adult
-0.815835335	down	Lrch3	Bartolomei_BPA10mg	-0.677069827	down	DEG	Blood_adult
-3.026728872	down	Ltbp2	Bartolomei_BPA10mg	-0.985466926	down	DEG	Blood_adult
0.775099384	up	Luc7l3	Bartolomei_BPA10mg	1.056087164	up	DEG	Blood_adult
1.040296575	up	Ly6a	Bartolomei_BPA10mg	0.714616471	up	DEG	Blood_adult
1.061922983	up	Ly86	Bartolomei_BPA10mg	0.655838276	up	DEG	Blood_adult
0.648379543	up	Magoh	Bartolomei_BPA10mg	0.709402357	up	DEG	Blood_adult
1.156369015	up	Malat1	Bartolomei_BPA10mg	1.203321265	up	DEG	Blood_adult
0.933598777	up	Malsu1	Bartolomei_BPA10mg	0.852793275	up	DEG	Blood_adult
-0.642464496	down	Marcks	Bartolomei_BPA10mg	0.607905562	up	DEG	Blood_adult
-2.689383899	down	Med12l	Bartolomei_BPA10mg	-1.072129899	down	DEG	Blood_adult
1.418552023	up	Mettl1	Bartolomei_BPA10mg	0.735091791	up	DEG	Blood_adult
-1.744005534	down	Mmp19	Bartolomei_BPA10mg	-1.077973399	down	DEG	Blood_adult
0.737361891	up	Mnat1	Bartolomei_BPA10mg	0.797924963	up	DEG	Blood_adult
-0.951766736	down	Mob3a	Bartolomei_BPA10mg	-0.839178602	down	DEG	Blood_adult
1.110981046	up	Mrpl52	Bartolomei_BPA10mg	0.629266718	up	DEG	Blood_adult
0.803171058	up	Mrps18c	Bartolomei_BPA10mg	0.66628997	up	DEG	Blood_adult
0.945691553	up	mt-Tt	Bartolomei_BPA10mg	1.358901651	up	DEG	Blood_adult
1.358223527	up	Mt1	Bartolomei_BPA10mg	1.08452004	up	DEG	Blood_adult
-1.429996498	down	Mvb12b	Bartolomei_BPA10mg	-0.698507414	down	DEG	Blood_adult
0.982686683	up	Ndufa5	Bartolomei_BPA10mg	0.789498092	up	DEG	Blood_adult
0.745020411	up	Ndufaf2	Bartolomei_BPA10mg	0.907755243	up	DEG	Blood_adult
1.020998893	up	Ndufc1	Bartolomei_BPA10mg	0.880194656	up	DEG	Blood_adult
2.080144063	up	Nenf	Bartolomei_BPA10mg	0.922130119	up	DEG	Blood_adult
0.66505408	up	Nfkbia	Bartolomei_BPA10mg	0.614845301	up	DEG	Blood_adult
0.667599461	up	Nop58	Bartolomei_BPA10mg	0.800271812	up	DEG	Blood_adult
1.252355185	up	Nr2c2ap	Bartolomei_BPA10mg	0.925130693	up	DEG	Blood_adult
-1.244163653	down	Nr4a3	Bartolomei_BPA10mg	0.872319795	up	DEG	Blood_adult
0.697068357	up	Nsa2	Bartolomei_BPA10mg	0.851939277	up	DEG	Blood_adult
0.884300193	up	Nucb2	Bartolomei_BPA10mg	0.76013154	up	DEG	Blood_adult
0.927660135	up	Nupr1	Bartolomei_BPA10mg	0.853787314	up	DEG	Blood_adult
-1.582407118	down	Nyx	Bartolomei_BPA10mg	-1.209479817	down	DEG	Blood_adult
-1.099531349	down	Pafah2	Bartolomei_BPA10mg	-0.697558404	down	DEG	Blood_adult
0.629211781	up	Pdap1	Bartolomei_BPA10mg	0.633105894	up	DEG	Blood_adult
1.045020496	up	Pet100	Bartolomei_BPA10mg	0.71937818	up	DEG	Blood_adult
0.788422403	up	Pfdn1	Bartolomei_BPA10mg	0.716666699	up	DEG	Blood_adult
0.720404791	up	Pin4	Bartolomei_BPA10mg	0.998884615	up	DEG	Blood_adult
0.737632349	up	Pinx1	Bartolomei_BPA10mg	0.675567477	up	DEG	Blood_adult
-0.74788123	down	Pitpnm2	Bartolomei_BPA10mg	-0.647299608	down	DEG	Blood_adult
1.208196839	up	Plac8	Bartolomei_BPA10mg	0.869742522	up	DEG	Blood_adult
0.876054922	up	Plaur	Bartolomei_BPA10mg	0.603533559	up	DEG	Blood_adult
0.686999158	up	Plin2	Bartolomei_BPA10mg	0.607460486	up	DEG	Blood_adult
1.620547736	up	Plxna4os1	Bartolomei_BPA10mg	1.071682879	up	DEG	Blood_adult
0.862448961	up	Pmepa1	Bartolomei_BPA10mg	0.726605969	up	DEG	Blood_adult
-1.072316638	down	Podxl	Bartolomei_BPA10mg	-1.361549028	down	DEG	Blood_adult
1.082205105	up	Pou2f2	Bartolomei_BPA10mg	0.831519327	up	DEG	Blood_adult
0.646675501	up	Ppig	Bartolomei_BPA10mg	1.086964598	up	DEG	Blood_adult
-0.656729727	down	Ppp1r12b	Bartolomei_BPA10mg	-0.673974125	down	DEG	Blood_adult
-0.796398425	down	Ppp1r13b	Bartolomei_BPA10mg	-0.696279184	down	DEG	Blood_adult
-3.059721394	down	Prkaa2	Bartolomei_BPA10mg	-1.083125493	down	DEG	Blood_adult
0.603789112	up	Prpf38b	Bartolomei_BPA10mg	0.768072198	up	DEG	Blood_adult
0.984668901	up	Psma7	Bartolomei_BPA10mg	0.64980248	up	DEG	Blood_adult
1.03786196	up	Psmg4	Bartolomei_BPA10mg	1.112958201	up	DEG	Blood_adult
1.497191786	up	Ptpmt1	Bartolomei_BPA10mg	0.969604085	up	DEG	Blood_adult
-1.655671053	down	Ptpn3	Bartolomei_BPA10mg	-0.862190569	down	DEG	Blood_adult
-1.617001747	down	Ptprb	Bartolomei_BPA10mg	-1.752393937	down	DEG	Blood_adult
-1.003036887	down	Pygb	Bartolomei_BPA10mg	-0.685136455	down	DEG	Blood_adult
-0.859265782	down	Rab2b	Bartolomei_BPA10mg	-0.615088795	down	DEG	Blood_adult
-0.744676717	down	Rab6b	Bartolomei_BPA10mg	-0.800292474	down	DEG	Blood_adult
-0.741316168	down	Ralgps1	Bartolomei_BPA10mg	-0.774898533	down	DEG	Blood_adult
0.754713154	up	Rbm25	Bartolomei_BPA10mg	1.154582919	up	DEG	Blood_adult
0.647569097	up	Rbm8a	Bartolomei_BPA10mg	0.633889081	up	DEG	Blood_adult
0.713148508	up	Rgcc	Bartolomei_BPA10mg	1.132630638	up	DEG	Blood_adult
-1.634080346	down	Ripor3	Bartolomei_BPA10mg	-0.682926497	down	DEG	Blood_adult
0.668119622	up	Rp9	Bartolomei_BPA10mg	0.717409127	up	DEG	Blood_adult
0.93224448	up	Rpl14	Bartolomei_BPA10mg	0.611600468	up	DEG	Blood_adult
0.69015758	up	Rpl14-ps1	Bartolomei_BPA10mg	1.302441683	up	DEG	Blood_adult
0.879176478	up	Rpl17	Bartolomei_BPA10mg	0.741951653	up	DEG	Blood_adult
0.669682872	up	Rpl19-ps11	Bartolomei_BPA10mg	0.826968475	up	DEG	Blood_adult
0.711597827	up	Rpl21	Bartolomei_BPA10mg	0.753776904	up	DEG	Blood_adult
0.910450367	up	Rpl22	Bartolomei_BPA10mg	0.613507829	up	DEG	Blood_adult
0.641028889	up	Rpl3-ps1	Bartolomei_BPA10mg	0.968325809	up	DEG	Blood_adult
1.170292094	up	Rpl31-ps8	Bartolomei_BPA10mg	0.863396376	up	DEG	Blood_adult
0.93987703	up	Rpl36a	Bartolomei_BPA10mg	0.589219453	up	DEG	Blood_adult
1.150620738	up	Rpl37rt	Bartolomei_BPA10mg	0.892087305	up	DEG	Blood_adult
0.901854406	up	Rpl38-ps2	Bartolomei_BPA10mg	0.982020436	up	DEG	Blood_adult
1.249624522	up	Rpl9-ps6	Bartolomei_BPA10mg	0.732704261	up	DEG	Blood_adult
1.036776139	up	Rplp1	Bartolomei_BPA10mg	0.777825892	up	DEG	Blood_adult
1.133945888	up	Rps15-ps2	Bartolomei_BPA10mg	1.144726857	up	DEG	Blood_adult
0.835089928	up	Rps23	Bartolomei_BPA10mg	0.673946591	up	DEG	Blood_adult
0.870254168	up	Rps24	Bartolomei_BPA10mg	0.783817915	up	DEG	Blood_adult
0.805256881	up	Rps24-ps3	Bartolomei_BPA10mg	0.784605598	up	DEG	Blood_adult
0.924583751	up	Rps26	Bartolomei_BPA10mg	0.880041984	up	DEG	Blood_adult
1.086378802	up	Rps26-ps1	Bartolomei_BPA10mg	1.37906681	up	DEG	Blood_adult
1.14471137	up	Rps27rt	Bartolomei_BPA10mg	0.706902609	up	DEG	Blood_adult
1.162291267	up	Rps8	Bartolomei_BPA10mg	0.640039373	up	DEG	Blood_adult
0.965228112	up	Rpsa	Bartolomei_BPA10mg	0.789460362	up	DEG	Blood_adult
1.260114975	up	Rpsa-ps10	Bartolomei_BPA10mg	0.881972338	up	DEG	Blood_adult
0.997234032	up	Rpsa-ps2	Bartolomei_BPA10mg	0.956614453	up	DEG	Blood_adult
0.768362007	up	Rsrc1	Bartolomei_BPA10mg	0.834078962	up	DEG	Blood_adult
0.595450106	up	Rwdd1	Bartolomei_BPA10mg	0.709681132	up	DEG	Blood_adult
0.658383004	up	Rwdd2a	Bartolomei_BPA10mg	0.844976592	up	DEG	Blood_adult
1.310890589	up	Ryr1	Bartolomei_BPA10mg	0.894561739	up	DEG	Blood_adult
1.958044336	up	S100a6	Bartolomei_BPA10mg	0.775855647	up	DEG	Blood_adult
-0.816282825	down	Sav1	Bartolomei_BPA10mg	-0.721789806	down	DEG	Blood_adult
1.396305071	up	Scn1b	Bartolomei_BPA10mg	0.885733507	up	DEG	Blood_adult
-0.808395277	down	Sdcbp2	Bartolomei_BPA10mg	0.708932124	up	DEG	Blood_adult
0.631926518	up	Sdhaf1	Bartolomei_BPA10mg	0.698538132	up	DEG	Blood_adult
